headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords,outlet,text,pillar_name,type,article_id,month,resp_pos_count,resp_neg_count,resp_norm_pos,resp_norm_neg,resp_net_score,resp_direction,resp_intensity,resp_pos_terms,resp_neg_terms,sci_pos_count,sci_neg_count,sci_norm_pos,sci_norm_neg,sci_net_score,sci_direction,sci_intensity,sci_pos_terms,sci_neg_terms
Models Project Sharp Rise in Deaths as States Reopen,2020-05-04 09:31:08+00:00,"Tensions between Washington and Beijing escalated as President Trump said the U.S. death toll could reach 100,000. The Supreme Court will hear cases remotely for the first time.",https://www.nytimes.com/2020/05/04/us/coronavirus-live-updates.html,5239,"An internal Trump administration report expects about 200,000 daily cases by June. The White House bars coronavirus task force officials from testifying to Congress without approval.",National,U.S.,,News,,,NYT,"Models Project Sharp Rise in Deaths as States Reopen An internal Trump administration report expects about 200,000 daily cases by June. The White House bars coronavirus task force officials from testifying to Congress without approval.",,,,2020-05,1,0,27.777777777777775,0.0,0.027777777777777776,positive,0.027777777777777776,task force,,0,0,0.0,0.0,0.0,absent,0.0,,
California Announces Early Coronavirus Deaths; Trump Narrows Immigration Ban,2020-04-21 09:27:14+00:00,"President Trump announced the temporary ban in a late-night tweet with few details. The worldwide death toll from the pandemic is far higher than official counts suggest, according to a Times analysis.",https://www.nytimes.com/2020/04/21/us/coronavirus-live-news-updates.html,5473,A 60-day pause in immigration will not apply to guest workers. The Senate passed a $484 billion aid package.,National,U.S.,,News,,,NYT,California Announces Early Coronavirus Deaths; Trump Narrows Immigration Ban A 60-day pause in immigration will not apply to guest workers. The Senate passed a $484 billion aid package.,,,,2020-04,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
He Could Have Seen What Was Coming: Behind Trump’s Failure on the Virus,2020-04-11 16:13:09+00:00,"An examination reveals the president was warned about the potential for a pandemic but that internal divisions, lack of planning and his faith in his own instincts led to a halting response.",https://www.nytimes.com/2020/04/11/us/politics/coronavirus-trump-response.html,5356,"An examination reveals the president was warned about the potential for a pandemic but that internal divisions, lack of planning and his faith in his own instincts led to a halting response.",Washington,U.S.,Politics,News,"By Eric Lipton, David E. Sanger, Maggie Haberman, Michael D. Shear, Mark Mazzetti and Julian E. Barnes",,NYT,"He Could Have Seen What Was Coming: Behind Trump’s Failure on the Virus An examination reveals the president was warned about the potential for a pandemic but that internal divisions, lack of planning and his faith in his own instincts led to a halting response.",,,,2020-04,0,1,0.0,21.73913043478261,-0.021739130434782608,negative,0.021739130434782608,,failure,0,0,0.0,0.0,0.0,absent,0.0,,
White House Adviser Warned of Risks of Pandemic; Trump Misleads on Testing,2020-04-06 04:03:16+00:00,"Dr. Anthony S. Fauci, the nation’s top infectious disease specialist, gave a much larger estimate than the director of the C.D.C. Here’s the latest.",https://www.nytimes.com/2020/04/06/world/coronavirus-live-news-updates.html,8187,"Britain’s prime minister, Boris Johnson, has been moved to intensive care, and the Supreme Court rejected an extension of Wisconsin’s voting deadline.",Foreign,World,,News,,,NYT,"White House Adviser Warned of Risks of Pandemic; Trump Misleads on Testing Britain’s prime minister, Boris Johnson, has been moved to intensive care, and the Supreme Court rejected an extension of Wisconsin’s voting deadline.",,,,2020-04,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Trump Again Promotes Use of Unproven Anti-Malaria Drug; Deaths in Country May Be Undercounted,2020-04-05 04:14:49+00:00,"For the second straight day, President Trump pushed hydroxychloroquine. Washington State is returning 400 ventilators to states in more dire need. Here’s the latest.",https://www.nytimes.com/2020/04/05/world/coronavirus-live-news-updates.html,7436,"For the second straight day, the president pushed the use of hydroxychloroquine, which has not been proven to treat the coronavirus. Washington State is returning 400 ventilators to be redeployed to states in more dire need.",Foreign,World,,News,,,NYT,"Trump Again Promotes Use of Unproven Anti-Malaria Drug; Deaths in Country May Be Undercounted For the second straight day, the president pushed the use of hydroxychloroquine, which has not been proven to treat the coronavirus. Washington State is returning 400 ventilators to be redeployed to states in more dire need.",,,,2020-04,0,0,0.0,0.0,0.0,absent,0.0,,,0,2,0.0,40.0,-0.04,negative,0.04,,unproven; hydroxychloroquine
President Trump’s Prime-Time Pandemic,2020-03-30 09:00:14+00:00,"The briefings have given the president a new regularly scheduled reality show — or, rather, a create-your-own-reality show, our chief television critic writes.",https://www.nytimes.com/2020/03/30/arts/television/trump-coronavirus-briefing.html,1276,"The coronavirus briefings have given Donald Trump a regularly scheduled reality show again — or, rather, a create-your-own-reality show.",Culture,Arts,Television,News,By James Poniewozik,,NYT,"President Trump’s Prime-Time Pandemic The coronavirus briefings have given Donald Trump a regularly scheduled reality show again — or, rather, a create-your-own-reality show.",,,,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
"As Governors Plead for Tests, Trump Promises Ventilators to Europe",2020-03-30 04:04:07+00:00,"The grim projection was based on forecasts with much of the country already under stay-at-home orders, two of Mr. Trump’s top medical advisers warned.",https://www.nytimes.com/2020/03/30/world/coronavirus-live-news-updates.html,7746,"Maryland, Virginia and Arizona issued statewide stay-at-home orders, and the F.D.A. granted emergency approval for the use of two malaria drugs to treat some coronavirus patients.",Foreign,World,,News,,,NYT,"As Governors Plead for Tests, Trump Promises Ventilators to Europe Maryland, Virginia and Arizona issued statewide stay-at-home orders, and the F.D.A. granted emergency approval for the use of two malaria drugs to treat some coronavirus patients.",,,,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
The Politics of a Pandemic,2020-03-29 23:49:51+00:00,Trump wants us to see him as defeating a foreign enemy.,https://www.nytimes.com/2020/03/29/opinion/coronavirus-pandemic-politics.html,864,Trump wants us to see him as defeating a foreign enemy.,OpEd,Opinion,,Op-Ed,By Charles M. Blow,,NYT,The Politics of a Pandemic Trump wants us to see him as defeating a foreign enemy.,,,,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Analyzing the Patterns in Trump’s Falsehoods About Coronavirus,2020-03-28 00:22:15+00:00,"For months, President Trump has minimized the severity of the pandemic, oversold his policies, blamed others and tried to rewrite history.",https://www.nytimes.com/2020/03/27/us/politics/trump-coronavirus-factcheck.html,1688,"For months, the president has downplayed the severity of the pandemic, overstated the impact of his policies and potential treatments, blamed others and tried to rewrite the history of his response.",Washington,U.S.,Politics,News,By Linda Qiu,,NYT,"Analyzing the Patterns in Trump’s Falsehoods About Coronavirus For months, the president has downplayed the severity of the pandemic, overstated the impact of his policies and potential treatments, blamed others and tried to rewrite the history of his response.",,,,2020-03,0,1,0.0,25.0,-0.025,negative,0.025,,downplayed,0,0,0.0,0.0,0.0,absent,0.0,,
Trump May Defer Tariff Payments to Help Businesses,2020-03-25 04:34:30+00:00,The Trump administration is considering postponing tariff payments to help businesses.,https://www.nytimes.com/2020/03/25/business/stock-market-corona.html,2194,Live updates on stock market and business news during the coronavirus outbreak.,Business,Business,,News,,,NYT,Trump May Defer Tariff Payments to Help Businesses Live updates on stock market and business news during the coronavirus outbreak.,,,,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
"As State Pleas Mount, Trump Outlines Some Federal Action; Senate Democrats Block Stimulus Package",2020-03-22 04:07:10+00:00,Italy’s numbers soared and Spanish hospitals overflowed as the virus’s effects were felt throughout Europe. Here’s the latest.,https://www.nytimes.com/2020/03/22/world/coronavirus-updates-world-usa.html,3676,"New York State has 15,000 cases, roughly 5 percent of the pandemic’s growing global total. Senator Rand Paul tested positive for the coronavirus.",Foreign,World,,News,,,NYT,"As State Pleas Mount, Trump Outlines Some Federal Action; Senate Democrats Block Stimulus Package New York State has 15,000 cases, roughly 5 percent of the pandemic’s growing global total. Senator Rand Paul tested positive for the coronavirus.",,,,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
When a Pandemic Meets a Personality Cult,2020-02-28 00:49:16+00:00,The Trump team confirms all of our worst fears.,https://www.nytimes.com/2020/02/27/opinion/coronavirus-trump.html,874,The Trump team confirms all of our worst fears.,OpEd,Opinion,,Op-Ed,By Paul Krugman,,NYT,When a Pandemic Meets a Personality Cult The Trump team confirms all of our worst fears.,,,,2020-02,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Trump Names Mike Pence to Lead Coronavirus Response,2020-02-26 14:54:44+00:00,President Trump named Vice President Mike Pence to lead the effort and sought to reassure Americans that his government was controlling the virus’s spread.,https://www.nytimes.com/2020/02/26/us/politics/trump-coronavirus-cdc.html,1941,President Trump sought to reassure the country that his government was controlling the spread of the coronavirus after his administration weathered days of criticism.,Washington,U.S.,Politics,News,"By Michael D. Shear, Noah Weiland and Katie Rogers",,NYT,Trump Names Mike Pence to Lead Coronavirus Response President Trump sought to reassure the country that his government was controlling the spread of the coronavirus after his administration weathered days of criticism.,,,,2020-02,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
White House Asks Congress for Billions to Fight Coronavirus,2020-02-24 18:28:01+00:00,The request arrived at the same time the Trump administration is proposing cuts to health programs across the government and as health officials across the nation struggle to keep up with costs.,https://www.nytimes.com/2020/02/24/us/politics/trump-coronavirus-response.html,1505,The request arrived at the same time the Trump administration is proposing cuts to health programs across the government and as health officials across the nation struggle to keep up with costs.,Washington,U.S.,Politics,News,"By Noah Weiland, Emily Cochrane and Maggie Haberman",,NYT,White House Asks Congress for Billions to Fight Coronavirus The request arrived at the same time the Trump administration is proposing cuts to health programs across the government and as health officials across the nation struggle to keep up with costs.,,,,2020-02,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Rapper Lil Wayne in line for last-day pardon from Donald Trump,2021-01-19 17:21:44+00:00,"<p>But sources say neither Rudy Giuliani, Steve Bannon or president himself are on the list</p><ul><li><a href=""https://www.theguardian.com/us-news/live/2021/jan/19/joe-biden-inauguration-donald-trump-pardons-impeachment-covid-coronavirus-live-updates"">Biden inauguration: Trump’s last day as president - live updates</a></li></ul>",https://www.theguardian.com/us-news/2021/jan/19/rapper-lil-wayne-in-line-for-last-day-pardon-from-donald-trump,654,"<p>But sources say neither Rudy Giuliani, Steve Bannon or president himself are on the list</p><ul><li><a href=""https://www.theguardian.com/us-news/live/2021/jan/19/joe-biden-inauguration-donald-trump-pardons-impeachment-covid-coronavirus-live-updates"">Biden inauguration: Trump’s last day as president - live updates</a></li></ul>",,US news,,,Martin Belam,"Donald Trump, Trump administration, Joe Biden, Biden inauguration, US news, US politics, World news, Lil Wayne, Music, Culture",Guardian,"Rapper Lil Wayne in line for last-day pardon from Donald Trump <p>But sources say neither Rudy Giuliani, Steve Bannon or president himself are on the list</p><ul><li><a href=""https://www.theguardian.com/us-news/live/2021/jan/19/joe-biden-inauguration-donald-trump-pardons-impeachment-covid-coronavirus-live-updates"">Biden inauguration: Trump’s last day as president - live updates</a></li></ul>",News,article,us-news/2021/jan/19/rapper-lil-wayne-in-line-for-last-day-pardon-from-donald-trump,2021-01,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
